id	text	label
test_0652	 Ao mong quan ok  	0
test_0653	 Nguyên seal, chưa active. Đóng gói chắc chắn. Các trải nghiệm đều ổn. 	0
test_0654	 ai nói con này pin yếu,sóng yếu đâu mà sao mình xài hai ngày rồi chưa hết pin.3g ầm ầm 	0
test_0655	 Chân nâmd hơi nhỏ nhưng rất thơm 	0
test_0656	 Đóng gói sản phẩm rất chắc chắn. Thùng yến mạch rất dày mà shop còn bọc nilon và cho vào trong thùng carton nữa :) 	0
test_0657	 Mình đặt máy hôm 9/9 đến 12/9 thông báo nhận hàng từ hà nội vô sài gòn. Tiki giao hàng siêu nhanh. Máy mình mua ở Khang Nhung Shop nguyên seal giá ngày 9/9 là 6.900.000₫ áp mã giảm giá còn 6.440.000₫. Xài đến giờ vẫn chưa thấy máy bị lỗi gì. Cảm ơn tiki. 	0
test_0658	   Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh 	0
test_0659	 Đẹp đẹp đẹp 	0
test_0660	 Xài được.  	0
test_0661	 Đặt hàng hôm CN thì thứ 2 hôm sau Tiki đã giao hàng. được cái Tiki chăm sóc khách hàng rất tốt nên mình vẫn cho 5 sao về dịch vụ và hậu mãi khách hàng. Vẫn tiếp tục tin dùng Tiki. 	0
test_0662	 Đồng hồ đẹp lắm  cảm ơn shop 	0
test_0663	 Có bàn phím là thích rồi 	0
test_0664	  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền rất thích sp nay 	0
test_0665	 Thương hiệu Nokia vẫn đáng tin hơn là các loại đt Trung Quốc, sau vài tháng dùng thấy ok, cảm ứng mượt, wifi tốt, lướt web ok. Vì không chơi game online nên bỏ qua đánh giá này nha các bạn. Mở khoá vân tay và khuôn mặt rất nhạy. 	0
test_0666	 Xài mấy tube handcream của innis rồi rất thích hiệu quả dưỡng ẩm tốt 	0
test_0667	  Đóng gói sản phẩm rất đẹp và chắc chắn có tem niêm phong của shop trên nắp chai. Serum không mùi hơi sánh. Mình mới sử dụng nên chưa đánh giá được hiệu quả. Giá tốt!  	0
test_0668	  Thời gian giao hàng nhanh Đóng gói sản phẩm rất đẹp và chắc chắn sách đẹp mình chưa đọc hết nhưng để dành đọc dần cho con :)) 	0
test_0669	 Sản phẩm : hoạt động tốt, ổn định, đẹp mắt 	0
test_0670	  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh 	0
test_0671	 shop gói hàng đẹp dã man 	0
test_0672	 giày đẹp y chang hình  	0
test_0673	 Giao hàng nhanh, hàng giao đúng chủng loại, còn nguyên đai nguyên kiện. Shop đăng ký bảo hành điện tử giúp. Cảm ơn shop và nhà cung cấp Điện máy Gia Khang. 	0
test_0674	 shop phuc vu rat tot ae nen mua o day  shop rat uy tin 	0
test_0675	 Nếu bạn không muốn cháy túi vì trà sữa thì đừng fl shop này. Tôi thì đã nghiện shop này  	0
test_0676	  Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt còn dùng sản phẩm thì thời gian chứng minh giờ thì ok 	0
test_0677	 Sản phẩm chất lượng ok. Panasonic thì không có gì để bàn về chất lượng. Mình có mua 1 cái cách đây 10 năm giờ vẫn chưa hư. Giờ vẫn tiếp tục Panasonic mà xài thôi. 	0
test_0678	 quần áo bắt trend =))) 	0
test_0679	 Mặc dù lúc đầu mình ko hài lòng do thời gian chuẩn bị và giao hàng hơi lâu nhưng bạn giao hàng nhiệt tình nên mình thấy Ok. Shop có nói là đã bán hàng cho shopee nhưng cách đóng gói thì ko giống của Shopee cho lắm. Thôi không sao sản phẩm mình thấy ưng ý là được rồi.  	0
test_0680	 Ok rất đẹp 	0
test_0681	 Shop làm việc an tâmcó lòng vs hàng rất tốt... 	0
test_0682	 Tuyệt ạ.  Đóng gói sản phẩm rất đẹp và chắc chắn.  Thời gian giao hàng rất nhanh. Viên tinh bột nghệ giòn những viên ấy k bị vỡ ra  màu đẹp khi ăn vào thì ngọt như kẹo rất ngon tuy nhiên về sau có phần cảm thấy hơi nóng trong họng và mùi nghệ hơi nồng...Nhưng sản phẩm tuyệt vời! Rất đáng mua ... 	0
test_0683	  Chất lượng sản phẩm tuyệt vời. Shop rep tn rất nhanh và nhiệt tình. Chắc chắn lần sau sẽ mua lại chai to hơn!  	0
test_0684	 Đẹp thời gian giao hàng nhanh  	0
test_0685	 tủ có kích thước vừa khít cho 2 tầng chai bia. rất phù hợp giữ lạnh cho sản phẩm. 	0
test_0686	 Hàng tốt chỉ có chỗ in logo das của áo có vẻ ko được chắc chắn 	0
test_0687	 Hộp mình gồm 10 loại  bưởi với loại gì đỏ cam chiếm 9 gói mỗi loại .  Đóng gói sản phẩm rất đẹp và chắc chắn .  Shop phục vụ rất tốt  	0
test_0688	  Đóng gói sản phẩm rất đẹp và chắc chắn giao hàng nhanh. Cảm quan là hàng chuẩn sẽ ủng hộ shop 	0
test_0689	 Mua 3 cái máy casper trên tiki thấy mọi thứ đều ổn. lắp đặt đúng trong 48 tiếng. 	0
test_0690	 Chất lượng ok. Shop giao đúng hàng và số lượng. Cảm ơn shop nha. 🤩🤩🤩 	0
test_0691	  Đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh 	0
test_0692	 Hàng rất tốt mẫu mã đẹp cảm ơn shop nhiều nhé  	0
test_0693	 Tiki giao hàng cực nhanh với lựa chọn 2h. Về sản phẩm giá cực rẻ và tích hợp nhiều công nghệ cảm biến an toàn vào trong máy. Dễ sử dụng và lắp đặt, sang trọng và nhỏ gọn rất thích hợp với nhà tắm. Tông màu trắng đen nổi bật luôn cả phòng tắm. Nhiệt độ giao động từ 32 đến 45 độ và làm ấm tức thì. Về Ariston thì thương hiệu của Ý từ lâu đời rồi. Hàng đóng thùng rất cẩn thận, nguyên seal và tự mình bóc hộp em nó.  	0
test_0694	  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền đã ăn còn 1 nữa 	0
test_0695	 Sản phẩm đẹp   Thời gian giao hàng rất nhanh 	0
test_0696	 Hàng nhận được rất ok. Thanks shop! 	0
test_0697	 - Tất cả đều ổn 	0
test_0698	 Tuyệt vời !!! 	0
test_0699	 tốt ạ. wax 2 lần sạch bong.  	0
test_0700	 Hàng rất ok. Chắc chắn đẹp 	0
test_0701	 Mình dùng đọc tài liệu, check mail, xem you tube, nghe nhạc, luot fb, insta mà máy vẫn mượt mà 	0
test_0702	 Shop bán đồ đẹp giao hàng nhanh gói hàng ok  	0
test_0703	 Chất lượng tuyệt vời...sẽ ủng hộ shop nữa :-) 	0
test_0704	 rất thik cách lv của shop ủng hộ dài chất lg  	0
test_0705	 Giao hàng nhanh , đóng gói cẩn thận ,nhân viên nhiệt tình . 	0
test_0706	 Giao hàng nhanh shop gói đồ cẩn thận lại còn được tặng quà. Lần sau nhất định e lại mua tiếp ạ  	0
test_0707	  Chất lượng sản phẩm tuyệt vời. Ưng lắm shop 	0
test_0708	 Đẹp tuyệt! 	0
test_0709	 Tủ lạnh chạy mượt, không quá ổn, ngăn đá có thể làm đc 4 khay đá 1 lúc trong 10 tiếng khi chỉnh mức cao nhất (số 7) , mặc dù luôn để mức cao nhất nhưng khá tiết kiệm điện , nhiệt độ bảo quản của ngăn mát ổn , nói chung là quá tốt so với mức giá khoảng 2 triệu rưỡi 	0
test_0710	  Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền. Mỗi tội thời gian giao hàng lâu do ko chuyển đc máy bay. Đợi mòn mỏi giờ mới có 	0
test_0711	 #shopeehaul giày vải nhung hoạ tiết in. Với giá này cho đôi giày thì quá hợp lí. 	0
test_0712	  Thời gian giao hàng rất nhanh Shop phục vụ rất tốt. Em đã đăng ký và thành công. 	0
test_0713	 lần đầu mua hàng ở tiki mà giá trị khá lớn cũng có đôi chút phân vân, đắn đo mãi đi hỏi một số trang công nghệ được khuyên mua của tiki trading thì cứ yên tâm nên quyết định đặt hàng, mình ở Nam Định 6 ngày sau thì nhận được,qua nửa tháng sử dụng thì thấy ngon tuyệt, giá rẻ hơn ở các siêu thị điện máy hơn 2 triệu, độ bền thì đồ điện tử cũng chả biết trước được, cảm ơn tiki đã mang đến sản phẩm tốt cho người tiêu dùng, nếu lần sau có mua đồ mình sẽ lại ủng hộ... 	0
test_0714	 Hàng quá đẹp quá rẻ luôn. Mua về mà ai cũng khen. Sẽ ủng hộ shop nhiều! 	0
test_0715	  Đóng gói sản phẩm rất đẹp và chắc chắn chất lượng thì chưa biết  	0
test_0716	 Ngon nek 	0
test_0717	 Máy chạy êm, đẹp gia đình dùng ok nhé giá rẻ hơn bên khác 	0
test_0718	 Đúng chuẩn hàng bitis shop phục vu nhiệt tình đi vừa in cảm ơn shop nh 	0
test_0719	  Chất lượng sản phẩm tuyệt vời.sản phẳm rất ok 	0
test_0720	 Tôi rất hài lòng . 	0
test_0721	 anh giao hàng rất chuyên nghiệp và đáng tin. Chất lượng sản phẩm khá tốt. Giá rẻ hơn nhiều so với các cửa hàng điện máy. 	0
test_0722	 Hàng giao chưa đủ 	0
test_0723	 Cũng bình thường thôi 	0
test_0724	 Dùng cũng ok.  nhìn kỉ thì  đẹp lắm.  Chất lượng sản phẩm tuyệt vời 	0
test_0725	 Giá rẻ hơn các STDM khác, máy ổn định, nhân viên lắp đặt nhiệt tình. 	0
test_0726	  Chất lượng sản phẩm tuyệt vời hàng đẹp như hình 	0
test_0727	 Chơi PUBG toàn Top 1 không à :D 	0
test_0728	 Chất lượng tạm được  Shop phục vụ rất tốt Thời gian giao hàng rất nhanh 	0
test_0729	 Hàng ngon trong tầm giá, 2 chấu sài ngon :v 	0
test_0730	 Mặc dù mới về cắm vào thấy tối um ko dùng được nhưng vẫn cho 5* động viên shop. 	0
test_0731	  Thời gian giao hàng rất nhanh. Mùi thơm dễ chịu 	0
test_0732	 Hàng ik hình rất đẹp 	0
test_0733	 Tiki giao hàng sớm hơn kiến, nhân viên nhiệt tình, lịch sự. Hàng đóng gói cẩn thận, nguyên seal. Lần đầu trải nghiệm lại Nokia sau một thời gian dùng Samsung thấy khá ok, máy đẹp, chạy mượt, camera nét, ... nói chung máy ngon mà mua với giá rất hời . Đợt sale mua tới 2 em. Cảm ơn tiki. Sẽ ủng hộ tiki hơn nữa. Hehe 	0
test_0734	 nói chung là htc năm nay ổn rồi.chất lượng tổng thể ngon hơn hẳn các đời trước. 	0
test_0735	  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.sẽ ủng hộ dài dài 	0
test_0736	 giao hàng nhanh <3 đóng gói kĩ và đẹp  Rất đáng tiền mang có tí hơi cộm do chân nhỏ nhưng không sao cả  	0
test_0737	 Hàng mới sử dụng hiện tại thấy oki, hàng giao ko bị trầy xước 	0
test_0738	 Hàng về rất đẹp và ưng ý vải đẹp shop phục vụ tận tình tư vấn chu đáo sẽ mua nhiều sp hơn... 	0
test_0739	 3 chữ 'rất đáng tiền'. 	0
test_0740	 Đóng gói kỹ shipper thân thiện vui vẻ giao hàng rất nhanh. Hạt điều dễ ăn nhưng hơi mặn tí! 	0
test_0741	 Đã sử dụng con A10 này được 2 tuần, sản phẩm xài tốt trong tầm giá và 5 sao cho dịch vụ tiki (đóng gói cẩn thận và chỉ 2 ngày sau Tiki đã kích hoạt bảo hành). Đã nhiều lần mua tiki, lần nào cũng hài lòng và lần này cũng vậy. Hy vọng Tiki luôn luôn như vậy hoặc tốt hơn nữa. 	0
test_0742	 Tã xịn ❤️ 	0
test_0743	 Chất lượng sản phẩm tương xứng với giá tiền. Ok 	0
test_0744	  Chất  lượng sp khá ổn tks shop 	0
test_0745	 Đã sử dụng được nửa tháng, về cơ bản hài lòng với chất lượng máy. Làm mát tốt, chế độ tiết kiệm điện hoạt động hiệu quả.  	0
test_0746	  Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt .ko có hộp đựng giày hơi buồn 	0
test_0747	 Thời gian giao hàng nhanh!! 	0
test_0748	 Chạy khỏe đúng như mô tả cảm ơn shop 	0
test_0749	 Làm lạnh nhanh, máy chạy êm, 234 lít nên đựng đồ thoải mái, nên mua dung tích to như tủ này dùng mới đã. Chất lượng tốt trong tầm giá. 	0
test_0750	 Đi êm. M muốn mua thêm. Hi vọng shop còn giảm giá. Có size của nam càg tốt m mua cho vk luôn. K nghĩ rẻ thế mà lại đi thíc.  Chất lượng sản phẩm tuyệt vời 	0
test_0751	 Vị rất ngọt. đánh giá 5 sao ạ. 	0
test_0752	 Tốt hàng xài good 	0
test_0753	 Trước giờ toàn dùng hàng của panasonic mua cái này cho nhà mới thấy thiết kế đẹp hơn trước, vòi sen to hơn , dễ lắp đặt tiện dụng. 	0
test_0754	  Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh Hộp hơi bung chắc do ship mà cũng ko sao Rất đáng tiền 	0
test_0755	  Chất lượng sản phẩm tuyệt vời . Đóng gói sản phẩm rất đẹp và chắc chắn . Hình cũng rất rõ nét . Chúc bạn thành công . Sản phẩm rất tuyệt vời. 	0
test_0756	 Chủ trả lời nhiệt tình.sp tốt 	0
test_0757	 giá tủ này quá hợp lý với nhu cầu của tôi 	0
test_0758	 Máy xay ok còn bền hay không chưa biết. 	0
test_0759	 giày rất vừa size 	0
test_0760	 Rẽ mà sản phẩm chất lượng. 	0
test_0761	 Sản phẩm tốt,nhân viên lắp đặt nhiệt tình vui vẻ 	0
test_0762	 Ốp rất đẹp nhé shop! :') 	0
test_0763	  giao hàng rất nhanh  	0
test_0764	 ruốc rất ngon phải tội hơi nhạt trộn thêm tí bột canh  với chút hạt tiêu ăn thủng nồi trôi rế shop ơi 	0
test_0765	 Máy đóng gói cẩn thận, ship đúng hạn, hoạt động tốt. 	0
test_0766	  Chất lượng sản phẩm tuyệt vời; Đóng gói sản phẩm rất đẹp và chắc chắn; Shop phục vụ rất tốt; Thời gian giao hàng rất nhanh 	0
test_0767	 Ship hàng khá nhanh. Giá ổn. Nhưng nhiều hạt lép. Giòn. Nói chung Okie. Sẽ ủng hộ tiếp 	0
test_0768	 Shop giao hàng cực kì nhanh  	0
test_0769	 Dễ dàng lắp ghép, có thể điều chỉnh kích thước, đặc biệt cố định khung không cần công cụ hỗ trợ. Rất tiện và tương đối bền. 	0
test_0770	 Dép đẹp lắm nha 	0
test_0771	 Chất lượng tốt nên mua các b nhé ihihi 	0
test_0772	  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt. sẽ ủnghộ nhiều.  	0
test_0773	 Máy nước nóng gián tiếp Ferroli 15l thích hợp với gia đình nhỏ từ 3-4 người. Máy gián tiếp có bình chứa nên có thể sử dụng ngay cả khi đã tắt máy, đặc biệt giữ nóng rất tốt, giúp tiết kiệm điện năng khi sử dụng. Nếu nhà bạn chưa có máy nóng lạnh thì đây là một item không thể thiếu rồi! 	0
test_0774	  Đóng gói sản phẩm rất đẹp và chắc chắn. Lần đầu ngửi mùi không quen sau thấy dễ chịu bỏ vào tủ lạnh thích hơn nhìu mà tốn quá. Hiuhiu. Shop phục vụ rất tốt. 	0
test_0775	 Tốt cam on shop đa ho tro san pham tot 	0
test_0776	 Chất lượng tốt. Shop giao hàng rất nhanh 	0
test_0777	 giá cả hợp lí, tính năng ok 	0
test_0778	 Đã nhận hàng sản chất lượng sản phẩm tốt 	0
test_0779	 Hàng cực tốt. Mình cực thích mùi bạc hà của toner này. Chủ shop nhiệt tình. Sẽ tiếp tục ủng hộ  	0
test_0780	  Chất lượng sản phẩm tuyệt vời  Đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ tốt 	0
test_0781	 Mình thích xài oppo lắm. 	0
test_0782	 2 từ xuất sắc thôi nha shop ơi  	0
test_0783	  Chất lượng sản phẩm tuyệt vời. Sáng dậy thấy 1 lớp mỏng da chết ở môi môi mềm. 	0
test_0784	 Balo đẹp chắc chắn màu sắc nét 	0
test_0785	 hàng mới và dùng rất tốt giá cả cạnh tranh nên mua nha mọi người. 	0
test_0786	 10 điểm cho đong gói và giao hàng siêu nhanh Đóng gói sản phẩm rất đẹp và chắc chắn 	0
test_0787	  Chất lượng sản phẩm tuyệt vời. Mình rất ưng shop cũng nhiệt tình nũa 	0
test_0788	 Lần nào mua hàng cũng vậy shop gói hàng rất cẩn thận và tư vấn cũng nhiệt tình. Chúc shop luôn buôn bán đắt khách 	0
test_0789	 Máy dùng khá ok. Hài lòng với chính sách đổi trả! 	0
test_0790	 Địu hàng chuẩn dùng rất thích  	0
test_0791	 Rất vừa ý với sản phẩm 	0
test_0792	 Shop giao hàng cực nhanh lun. Nước hoa rất  thơm  sản phẩm chất lượng rất hài lòng   	0
test_0793	 Mình mua máy và xài đến nay khoảng gần 1 tháng rồi. Giao okay, thợ tới lắp cũng có tâm lắm, chỗ gắn máy lạnh khó lắp vậy mà cũng chịu khoan và lắp. 	0
test_0794	 Shop gói hàng cẩn thận. Giao hàng nhanh 	0
test_0795	 San pham dep chat vai ok 	0
test_0796	 Khô gà ngon vừa ăn  nhìn sạch sẽ vệ sinh  sẽ ủng hộ shop tiếp 	0
test_0797	 Giao hàng nhanh hơn 2 ngày. Đóng gói rất cẩn thận. Đầy đủ phụ kiện. Trải nghiệm thì có lẽ tốt, vì mình mua tặng. Nói chung nếu bạn dùng smartphone mà làm việc trong môi trường phức tạp thì dùng sản phẩm này vừa gọn, tiện lại an toàn. Luôn tin tưởng và đánh giá cao cách làm việc, chất lượng sản phẩm của Tiki. 	0
test_0798	 Iring cực đẹp Thời gian giao hàng rất nhanh 	0
test_0799	 Phải nói là quá xinh thôi các ce ạ. Vải dày dặn giá cạnh tranh bỏ tiền ra mua 3 bộ babynous ko bằng đc 1 bộ này. Sẽ ủng hộ dài dài shop nhé 	0
test_0800	 Shop giao hàng nhanh SG-HN trong 30h. Lọ kín nhưng vẫn có mùi rất nồng tỏa ra. Mình khó mà nhỏ đc 1 giọt phải 23 giọt với thiết kế lọ như vậy. Mình dùng để đánh răng rửa mặt thì thấy the mát. Chấm lên mụn 1 tối thì hôm sau vết mụn có đỡ tấy lên thật. Rất vui vì có hàng VN vừa tốt vừa rẻ như vậy. 	0
test_0801	 máy ổn, nguyên seal, gói siêu kỹ luôn, cái hộp carton bỏ đc chừng 6 hộp đt lận, nếu ko phải cái nhãn đúng ng mình cũng chẳng dám nhận. Màn hình tràn viền dùng khó chịu 	0
test_0802	 Ok lắm. K trôi phấn.màu lên đẹp. 	0
test_0803	 Hơi ít khô gà hơn đợt trước chất lượng vẫn ngon tuyệt vời 	0
test_0804	 Giày đi êm chân chuẩn hình. Shop đóng gói sp chắc chắn 	0
test_0805	 Đã mua được 2 tuần. Sản phẩm dùng ổn định. Hy vọng có thêm nhiều sản phẩm tương tự. 	0
test_0806	  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn  còn đc tặng quà nửa ạ 	0
test_0807	  Chất lượng sản phẩm tuyệt vời. Đúng sản phẩm quảng cáo. 	0
test_0808	 Hàng về đúng mẫu sản phẩm khá mượt... đóng gói chắc chắn... tốt 	0
test_0809	 Tiki bán quá rẻ! 	0
test_0810	 Em cảm ơn shoppppp 	0
test_0811	 Máy nguyên seal shop thân thiện giao hàng nhanh có bảo hành. Giờ trải nghiệm máy. 	0
test_0812	 Tuyệt vời  màu đẹp hơn trong hình, lì mịn môi 	0
test_0813	 Mua được vài tháng rồi, chạy rất tốt, phòng khoảng 20m2, nhiều đồ mà làm lạnh chỉ 30p là mát sâu rồi. Tks tiki! 	0
test_0814	 Chim ưng lắm luôn.khuyên các mẹ nên mua 	0
test_0815	 Quạt 3 cái điều rất tốt và rẻ 	0
test_0816	 Giày đẹp giống hình tgian giao hàng nhanh chất lượng trên cả tuyệt vời. 	0
test_0817	 Sản phẩm tốt và rẻ , giao hàng rất nhanh, hàng nhận đóng gói rất cận thận 	0
test_0818	 Đóng gói đẹp. Hàng rất  Ok 	0
test_0819	 Bắp đẹp màu tươi! Giao hàng nhanh chóng! Ủng hộ dài dài nha shop!! 	0
test_0820	  Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh . Nói chung OK hết . Lần sau nếu e có mua  nhớ bỏ hộp cho e nha 	0
test_0821	 Máy dùng ổn, lạnh ổn định. Máy hoạt động phải gọi là tương đối ồn, quạt của máy thổi rất mạnh nên nếu dùng cho mua hè hoặc khi muốn mát nhanh thì khá ôn. Ở chế độ 4 và 5 (5 cấp quạt) là âm thanh bắt đầu ở mức ồn. 	0
test_0822	 Rat trag rat thom. Chất lượng sản phẩm tuyệt vời 	0
test_0823	 Số đẹp 	0
test_0824	 Hop ly so voi ja tien 	0
test_0825	 Rất hài lòng vì tủ đẹp, giá cả phải chăng. 	0
test_0826	  Chất lượng sản phẩm tuyệt vời sạc 8 plus 30p được 40%. 	0
test_0827	  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắnok! 	0
test_0828	 Tuyệt vời! 	0
test_0829	 Dòng Galaxy M dù không có nhiều lựa chọn như Galaxy A nhưng mỗi sản phẩm được ra mắt đều ngay lập tức nhận được dấu ấn về mặt doanh số cũng như thiện cảm của người dùng. Tất cả đều nhờ vào mức giá hấp dẫn cũng như chính sách bán hàng online nhanh chóng, nhiều khuyến mại đặc biệt. Với Galaxy M, Samsung gửi gắm “tâm tư, tình cảm” cũng như sự chăm sóc tối đa dành cho người dùng mới cũng như những ai đã gắn bó với hãng trong nhiều năm qua. 	0
test_0830	 Mềm đi êm lắm ạ 	0
test_0831	 Good hàng đẹp chất lượng!! 	0
test_0832	 Đã mua lần 2 trà uống ngon và đúng hiệu quả 	0
test_0833	 Chất lượng tốt. 	0
test_0834	 sản phẩm ok ép khô bã  Rất đáng tiền 	0
test_0835	  Shop phục vụ tốt! 	0
test_0836	 Giao hàng nhanhchưa đến 1 ngày đã nhận được hàng rồi.sản phẩm tốt hơn ngoài bán mà lại rẻ nữa. 	0
test_0837	 Tiki giao hàng sớm, nhiệt tình (khiêng giúp mình lên tận tầng 5) 	0
test_0838	 Rất thích dịch vụ của TIKi.Nhận xét về sách: thấy tên sách nên mua nhưng nội dung không như mong đợi quá nhiều điều được nêu ra nhưng không được phân tích kỹ. Phân tích rời rạc không sâu sắc không chuyên sâu và dùng nhiều từ không-phải-đọc-một-lần là hiểu. Có nhiều đoạn mình phải đọc vài lần có khi phải quay lại trang trước để đọc. Tuy rằng đọc hết cuốc sách nhưng nội dung đọng lại ko nhiều. 	0
test_0839	 Hang chat luong  Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh 	0
test_0840	 Giày đẹp nhẹ. Tuyệt vời ạ 	0
test_0841	 Với giá tiền như vậy và có được một sản phẩm như vậy thì thật sự mà nói là trên cả tuyệt vời. Ai muốn mua đt tầm giá này thì đây là một sản phẩm trên hết 	0
test_0842	  Shop phục vụ rất tốt chất lượng oki 	0
test_0843	 Vì iPad bền quá, xài 3-5 năm không hư thì làm sao mà mua mới , kankah 	0
test_0844	 giày rất đẹp chúc shop ngày càng buôn may bán đắt  	0
test_0845	 Hàng nguyên seal, đẹp, dc tặng kèm ốp lưng, giá rẻ so với giá thị trường, rất tin tưởng và ủng hộ tiki. Giao hàng nhanh, cẩn thận. 	0
test_0846	 Dep ngau qua...tam 6 t zot luon 	0
test_0847	 Giao hàng nhanh. Hàng đúng chuẩn như hình. Chất lượng thì phải đợi tgian kiểm chứng 	0
test_0848	 ngon thật cay vừa nhiều ruốc dã man 	0
test_0849	 Mình mua sản phẩm này cách đây được khoảng 1 tuần. Tiki giao hàng rất nhanh, sản phẩm được bọc rất kĩ, và mình được kiểm tra hàng tại chỗ. Máy còn nguyên seal, mở ra kiểm tra thì mới hoàn toàn và chưa được kích hoại. iPad Pro bản này xài thích. Mình rất hài lòng 	0
test_0850	 Sp rất đẹp và thời gian giao hàng nhanh 	0
test_0851	 Rất ưng về chăn 	0
test_0852	  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền. Máy ngoại hình đẹp. Sạch icloud. shop nhiệt tình. Sẽ ủng hộ tiếp 	0
test_0853	 Mình mua để lắp sim gphone công ty. Thấy nghe gọi khá ổn. Hiện tại không thấy vẫn đề gì. 	0
test_0854	  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn . Rất đúng hình :D mua cho 2 đứa em đều ưng ý  	0
test_0855	 Áo xinh nhưng hơi mỏng 	0
test_0856	 Dịch vụ rất đáng với giá tiền. Spa này theo mình là bình dân. Với giá voucher có thể đi 2 tuần/lần để thư giãn. Phòng nhỏ nhưng cũng thoải mái. Ai muốn cao cấp sang hơn thì k phù hợp nhé. Mình sẽ mua thêm để đi thường xuyên 	0
test_0857	 Trên cả mong đợi rồi còn gì! Do đây là lần đầu mk mua hàng trên mạng nên khá lo lắng, nhưng khi đọc các Đánh giá của các khách hàng đã mua rồi thì cũng đã yên tâm. Và mk đã mua điện thoại Xiaomi Redmi Note 7 Pro này. Khi nhận hàng mk rất bất ngờ vì : Giao hàng nhanh, kiểu dáng đẹp, sang trọng. Đóng gói cẩn thận. Hàng còn nguyên seal. Người giao hàng thân thiện,... 	0
test_0858	 Cọ mềm 	0
test_0859	 2 lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời 	0
test_0860	  Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vờixảy ra lỗi sơ suất do ship nhầm lẫn thu thiếu tiền nhưng chị chủ shop vẫn nhiệt tình tư vấn cách lấy lại tiền.Sẽ tiếp tục ủng hộ shop dài dài 	0
test_0861	 Tôi có mua Điện Thoại Samsung Galaxy A10 (32GB/2GB) - Hàng Chính Hãng , hàng được đóng gói cẩn thận , giao hàng nhanh khi tôi nhận hàng sau một ngày kiểm tra đã thấy hãng thông báo máy đã được đăng ký bảo hành , rất là ok tin tưởng tiki 	0
test_0862	 Mực ngon nka  	0
test_0863	 Sản phẩm đẹp rất ưng ý nhưng form nhỏ phải lên size 1 cỡ so với size đang đi thì mới vừa 	0
test_0864	  Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng siêu nhanh .tuy nhiên size áo phao hơi bé  .các mom nên nhích lên 1 size thì sẽ vừa hơn ạ 	0
test_0865	 - Mình đặt và dùng em này được hơn 1 tuần rồi, khá mượt mà. 	0
test_0866	  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh mà có điều giao đến bịch bể 1 bịch heo bị rớt ra ngoài 1 ít Giá cả chấp nhận được Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh 	0
test_0867	  Chất lượng sản phẩm tuyệt vời giày rẻ lại đẹp xuất sắc  	0
test_0868	  Chất lượng sản phẩm tuyệt vời tuy không đủ 10 tập khác nhau Đóng gói sản phẩm chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh 	0
test_0869	 Giao hàng kịp thời, hàng tốt. Chính hãng, nguyên seal, mới 100%. Chất lượng Apple tốt, Vote 5* cho Tiki. 	0
test_0870	 Huhu thích lắm ạ nhưng mà mũ to hơn với đầu bé thì em có thể làm sao cho vừa lại đc không ạ huhu 	0
test_0871	 Hang đjep  	0
